﻿Monthly Mean Discharge (m3/s) (PARAM = 1) and Monthly Mean Water Level (m) (PARAM = 2)
 ID,PARAM,TYPE,Year,Jan,SYM,Feb,SYM,Mar,SYM,Apr,SYM,May,SYM,Jun,SYM,Jul,SYM,Aug,SYM,Sep,SYM,Oct,SYM,Nov,SYM,Dec,SYM,Mean
08MF005,2,8,2013,3.154,,3.107,,3.304,,4.773,,7.564,,,,6.420,,5.017,,4.394,,,,3.560,,3.294,,
08MF005,2,8,2014,3.526,,3.004,,3.159,,4.242,,7.331,,7.720,,6.537,,5.138,,4.307,,4.499,,4.718,,4.183,,4.875
08MF005,2,8,2015,3.786,,4.424,,4.785,,5.693,,6.600,,7.143,,5.625,,4.610,,4.424,,4.334,,4.099,,3.571,,4.924
08MF005,2,8,2016,3.331,,3.645,,3.902,,5.697,,6.593,,6.452,,6.075,,4.984,,4.626,,4.475,,4.957,,3.839,,4.882
08MF005,2,8,2017,3.565,,3.387,,3.443,,4.664,,6.719,,7.932,,6.037,,4.723,,4.049,,4.168,,4.033,,3.446,,4.686
08MF005,2,8,2018,3.205,,3.183,,3.044,,4.102,,8.539,,7.131,,6.097,,4.837,,4.002,,3.597,,4.111,,3.590,,4.629
08MF005,2,8,2019,3.370,,,,,,4.897,,6.230,,6.686,,6.057,,5.372,,4.868,,4.716,,4.757,,3.763,,
08MF005,2,8,2020,3.479,,3.520,,3.168,,4.401,,7.386,,8.353,,8.219,,5.916,,4.826,,4.965,,5.109,,4.190,,5.300
08MF005,2,8,2021,3.801,,3.390,,3.467,,4.609,,7.045,,7.885,,6.494,,4.852,,4.276,,4.604,,4.521,,3.848,,4.907
08MF005,2,8,2022,3.523,,3.465,,3.501,,4.165,,5.857,,8.483,,8.139,,5.861,,4.380,,3.474,,,,,,
08MF005,2,8,2023,2.768,,2.700,,2.609,,3.472,,7.627,,5.996,,4.833,,4.384,,3.582,,3.340,,3.100,,,,
08MF005,2,8,2024,,,,,3.164,,3.662,,5.092,,6.026,,5.713,,4.619,,3.960,,4.619,,4.132,,4.006,,
